Incident,RequestedBy,Description,Category,Solution_code,Start_Date,End_Date,Status,Assignement_Group,Ticket_Criticality,Env,SolvedBy
INC00011757,Rogan Sutton,HDFS files/folder details,Capacity,Workaround,1/26/2021 21:45,2/5/2021 15:45,New,HADOOP_SUPPORT_L1,2-High,UAT,Marianna Stafford
INC00011758,Teagan Best,Unable to access below mentioned oozie log,Capacity,Amend Configuration,2/8/2020 10:11,2/19/2020 2:11,On-Hold,HADOOP_SUPPORT_L2,4-Low,DEV,Zayne Gonzales
INC00011759,Emily Kelley,HIVE : Getting No Databases found error,No Fault Found,Training/Advise,4/26/2022 20:40,5/9/2022 2:40,Resolved,HADOOP_SUPPORT_L3,2-High,DEV,Ariana Avila
INC00011760,Honey Robinson,Cannot loging into HUE (Impala) on EAP UAT,Miscategorised,Training/Advise,11/3/2021 13:09,11/13/2021 4:09,Closed,HADOOP_SUPPORT_L2,1-Critical,DEV,Kenny Kennedy
INC00011761,Alan Hancock,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,Miscategorised,10/8/2020 9:39,10/10/2020 19:39,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,DEV,Colton Robertson
INC00011762,Anna Baker,Change /user/spark retention period from 30 to 15 days in all UAT clusters.,Configuration,Amend Configuration,11/19/2022 18:17,11/26/2022 6:17,On-Hold,HADOOP_SUPPORT_L2,2-High,UAT,Isabella Sheppard
INC00011763,Jared Payne,Publisher fails  - oozie job id -168,No Fault Found,No Action Taken,6/7/2022 8:56,6/11/2022 1:56,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,SIT,Sandra Myers
INC00011764,Alan Howard,Able to access Hadoop Tables through Hive, but not through impala,Cancelled,1/24/2023 10:07,1/28/2023 0:07,Resolved,HADOOP_SUPPORT_L2,2-High,DEV,Winston Schultz
INC00011765,Lucy Kelly,Hive issue,Configuration,Amend Configuration,5/15/2023 5:31,5/22/2023 14:31,New,HADOOP_ENGG,4-Low,DEV,Yurem Montes
INC00011766,Nyssa Vargas,Job failing with webHDFS error in Prod,Configuration,Workaround,4/20/2023 3:08,4/26/2023 12:08,Closed,HADOOP_ENGG,3-Moderate,DEV,Landin Vaughn
INC00011767,Savana Clark,HUE issue in UAT : Unable to connect to HUE UI and getting blank page,Miscategorised,Training/Advise,10/27/2020 5:50,11/7/2020 11:50,In-Progress,HADOOP_SUPPORT_L1,1-Critical,DEV,Lacey Cole
INC00011768,Alberta Higgins,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,10/8/2021 10:55,10/17/2021 5:55,On-Hold,HADOOP_ENGG,4-Low,DEV,Yurem Montes
INC00011769,Akeem Whitaker,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,3/11/2021 6:06,3/13/2021 15:06,On-Hold,HADOOP_ENGG,4-Low,PROD,Pamela Hancock
INC00011770,James Dixon,Issue in Hive,Capacity,Housekeeping,3/6/2020 21:55,3/9/2020 16:55,New,HADOOP_SUPPORT_L1,1-Critical,DEV,Marianna Stafford
INC00011771,Byron Grant,Spark jobs are failing as namespace quote is full,Capacity,Housekeeping,9/19/2022 20:46,9/20/2022 13:46,In-Progress,HADOOP_ENGG,2-High,SIT,Seth Holder
INC00011772,Chaney Hughes,Clusters running CDH 5.16.1, 6.1.0, or 6.1.1 can lose some HDFS file permissions any time the NameNode is restarted,1/21/2023 8:05,1/24/2023 7:05,New,HADOOP_SUPPORT_L2,1-Critical,SIT,Rashad Allen
INC00011773,Shoshana Miranda,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,2/5/2020 5:18,2/13/2020 22:18,Closed,HADOOP_SUPPORT_L3,1-Critical,UAT,Kaydence Luna
INC00011774,Connie Ryan,[Spark][PROD]Not possible to share same queue with more than one Spark session,Configuration,Workaround,8/27/2022 12:59,9/7/2022 20:59,In-Progress,HADOOP_SUPPORT_L3,4-Low,PROD,Eva Underwood
INC00011775,Cain Murphy,Ranger autorization failed,Configuration,Amend Configuration,1/30/2023 3:09,2/5/2023 23:09,New,HADOOP_SUPPORT_L1,4-Low,SIT,Edwin Brennan
INC00011776,Iris Bailey,Hadoop LdapGroupsMapping does not support LDAPS for self-signed LDAP server,User Access,Permissions Updated,8/24/2021 2:15,8/29/2021 2:15,On-Hold,HADOOP_ENGG,4-Low,PROD,Chloe Anderson
INC00011777,Ciara Tillman,Facing yarn cluster issue in UAT,Configuration,Workaround,9/19/2021 15:15,9/26/2021 23:15,In-Progress,HADOOP_ENGG,1-Critical,DEV,Pamela Hancock
INC00011778,Nicholas Wright,Hadoop LdapGroupsMapping does not support LDAPS for self-signed LDAP server,User Access,Permissions Updated,4/30/2021 21:17,5/13/2021 2:17,In-Progress,HADOOP_SUPPORT_L3,1-Critical,DEV,Laci Acosta
INC00011779,Kane Robles,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,10/16/2021 21:32,10/27/2021 10:32,Resolved,HADOOP_SUPPORT_L1,4-Low,UAT,Kyra Velazquez
INC00011780,Danielle Sosa,New account for HUE, ACL for any new project space of EAP Cluster,Miscategorised,3/26/2020 14:02,3/31/2020 8:02,In-Progress,HADOOP_SUPPORT_L3,4-Low,UAT,Guadalupe Mcneil
INC00011781,Adara Holloway,CDP | Production jobs failing with Hive Client errors,No Fault Found,Training/Advise,12/30/2022 16:40,1/2/2023 2:40,Resolved,HADOOP_SUPPORT_L2,4-Low,DEV,Sullivan Preston
INC00011782,Kirby Durham,Not able to run workflow from Hue in PROD.,User Access,Permissions Updated,5/18/2020 23:41,5/28/2020 15:41,New,HADOOP_SUPPORT_L1,3-Moderate,SIT,Giovanna Henson
INC00011783,Violet Chapman,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,5/10/2020 18:23,5/18/2020 11:23,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,PROD,Sullivan Preston
INC00011784,Grant Fowler,HDFS files/folder details,Capacity,Workaround,9/12/2021 23:52,9/21/2021 10:52,On-Hold,HADOOP_SUPPORT_L1,4-Low,PROD,Giovanna Henson
INC00011785,Kelvin Davis,Slowness in Hue,Capacity,Workaround,9/14/2020 0:49,9/21/2020 21:49,New,HADOOP_SUPPORT_L1,2-High,SIT,Keaton Forbes
INC00011786,Branden Rice,YARN log for : application_11111111111_2222  from PROD,Configuration,Workaround,5/2/2023 6:35,5/11/2023 15:35,Resolved,HADOOP_SUPPORT_L1,4-Low,PROD,Eliana Matthews
INC00011787,Maddie Holmes,Unable to kill prod job,Configuration,Service/Process Restart,3/22/2023 22:37,3/23/2023 12:37,Closed,HADOOP_SUPPORT_L1,2-High,PROD,Lacey Cole
INC00011788,Cassandra Wolf,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,User Error,9/15/2021 2:20,9/24/2021 19:20,In-Progress,HADOOP_SUPPORT_L3,4-Low,SIT,Uriel Howell
INC00011789,Miranda Cunningham,Unable to create hive table in UAT env,No Fault Found,No Action Taken,7/23/2020 22:53,7/26/2020 15:53,Resolved,HADOOP_ENGG,4-Low,PROD,Pamela Hancock
INC00011790,Raphael Holman,org.apache.hadoop.hdfs.BlockMissingException in HDFS,Replication,Service Restarted,5/26/2021 17:02,6/6/2021 4:02,On-Hold,HADOOP_ENGG,1-Critical,UAT,Yurem Montes
INC00011791,Kirsten Anderson,Hi TEAM, We are getting below errors while trying to access HDFS path in UAT. We need to go live with Data access by March 3,User Access,3/11/2020 2:22,3/11/2020 11:22,Resolved,HADOOP_SUPPORT_L1,3-Moderate,UAT,Eliana Matthews
INC00011792,Sawyer Andrews,Job stuck with HS2,No Fault Found,Training/Advise,3/9/2020 9:30,3/14/2020 11:30,In-Progress,HADOOP_SUPPORT_L1,4-Low,SIT,Marianna Stafford
INC00011793,Ursa Holder,Need Help for Oozie and spark testing,Configuration,Workaround,4/27/2020 20:16,5/6/2020 21:16,Closed,HADOOP_SUPPORT_L1,4-Low,UAT,Alonzo Berger
INC00011794,Elise Spencer,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,10/19/2020 3:58,10/27/2020 7:58,Resolved,HADOOP_SUPPORT_L1,1-Critical,PROD,Giovanna Henson
INC00011795,Garry Ellis,Ranger autorization failed,Configuration,Amend Configuration,4/23/2021 18:03,5/4/2021 1:03,In-Progress,HADOOP_ENGG,1-Critical,UAT,Pamela Hancock
INC00011796,Regina Cotton,Need Help for Oozie and spark testing ,Configuration,Workaround,4/19/2020 22:01,5/2/2020 9:01,On-Hold,HADOOP_ENGG,4-Low,UAT,Seth Holder
INC00011797,Nicholas Johnson,Publisher fails  - oozie job id -168,No Fault Found,No Action Taken,3/28/2021 20:06,4/6/2021 18:06,On-Hold,HADOOP_SUPPORT_L1,3-Moderate,PROD,Jaquan Mcclure
INC00011798,Julian Alexander,issue with hive property modification,Configuration,Workaround,8/8/2020 8:49,8/13/2020 3:49,New,HADOOP_SUPPORT_L2,2-High,PROD,Isabella Sheppard
INC00011799,Adison Brooks,Hadoop LdapGroupsMapping does not support LDAPS for self-signed LDAP server,User Access,Permissions Updated,5/26/2023 23:00,6/3/2023 6:00,In-Progress,HADOOP_SUPPORT_L1,2-High,SIT,Alyvia Baker
INC00011800,Kay Crawford,[Spark][PROD]Not possible to share same queue with more than one Spark session,Configuration,Workaround,11/23/2021 2:56,11/28/2021 3:56,Resolved,HADOOP_SUPPORT_L1,4-Low,SIT,Giovanna Henson
INC00011801,Ryan Hamilton,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,4/13/2021 1:49,4/22/2021 23:49,Resolved,HADOOP_SUPPORT_L3,1-Critical,DEV,Sandra Myers
INC00011802,Jason Heath,Apache Hadoop MapReduce Job History Server (JHS) vulnerability,Troubleshooting,Syster Driver Updated,4/14/2022 7:12,4/16/2022 7:12,Closed,HADOOP_SUPPORT_L1,1-Critical,PROD,Shirley Randolph
INC00011803,Kaitlin Vaughn,Jupiter not able to submit oozie job,Miscategorised,Training/Advise,1/14/2020 9:32,1/20/2020 6:32,Closed,HADOOP_SUPPORT_L1,3-Moderate,DEV,Edwin Brennan
INC00011804,Kellie Harding,Not able to access database HIVE in  prod,Dependent System,Workaround,7/3/2021 10:20,7/10/2021 12:20,New,HADOOP_SUPPORT_L1,3-Moderate,PROD,Rosemary Bell
INC00011805,Kelly Richmond,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,12/18/2020 21:09,12/29/2020 4:09,On-Hold,HADOOP_SUPPORT_L3,2-High,PROD,Sandra Myers
INC00011806,Alec Atkins,Urgent configuration correction required on Resource scheduler for roots.xyz queue,Configuration,Amend Configuration,5/26/2021 1:06,6/2/2021 16:06,Resolved,HADOOP_SUPPORT_L1,1-Critical,SIT,Jaquan Mcclure
INC00011807,Melanie Harrison,Unable to kill prod job,Configuration,Service/Process Restart,8/20/2021 17:24,8/30/2021 17:24,New,HADOOP_SUPPORT_L1,1-Critical,DEV,Alonzo Berger
INC00011808,Alberta Henderson,Hive and Oozie is  down.,Known Error,Workaround,4/3/2022 7:04,4/13/2022 13:04,In-Progress,HADOOP_ENGG,3-Moderate,DEV,Seth Holder
INC00011809,Richard Dixon,Business user is getting error while accessing hue.,Troubleshooting Fix,Workaround,6/17/2021 8:20,6/17/2021 15:20,On-Hold,HADOOP_SUPPORT_L2,4-Low,PROD,Colt Chandler
INC00011810,Sophia Cameron,Unable to execute multiple table joined queries in Spark shell,Configuration,Amend Configuration,6/30/2021 17:23,7/10/2021 16:23,In-Progress,HADOOP_ENGG,4-Low,SIT,Chloe Anderson
INC00011811,Madeline Armstrong,Hue group Sync in Prod,Configuration,Amend Configuration,6/10/2022 13:30,6/21/2022 20:30,Closed,HADOOP_SUPPORT_L1,3-Moderate,SIT,Alyvia Baker
INC00011812,Hilary Wooten,HIVE : Getting No Databases found error,No Fault Found,Training/Advise,5/31/2023 18:12,6/9/2023 1:12,In-Progress,HADOOP_SUPPORT_L2,1-Critical,SIT,Isabella Sheppard
INC00011813,Zoe Webster,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,3/29/2023 11:13,4/7/2023 2:13,New,HADOOP_SUPPORT_L2,1-Critical,SIT,Colt Chandler
INC00011814,Janna Rowe,UAT  spark submit not going to the designated queue,Configuration,Amend Configuration,11/25/2021 19:55,12/7/2021 7:55,In-Progress,HADOOP_SUPPORT_L2,2-High,SIT,Sullivan Preston
INC00011815,Kibo Dawson,hdfs  filesystem   failed to initialize,Hardware,Syster Driver Updated,7/5/2020 2:00,7/13/2020 14:00,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,DEV,Guadalupe Mcneil
INC00011816,Cameron Hunt,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,9/3/2022 19:48,9/15/2022 10:48,In-Progress,HADOOP_ENGG,4-Low,DEV,Landin Vaughn
INC00011817,Paki Sellers,Hive issue ,Miscategorised,Training/Advise,1/28/2021 16:45,1/31/2021 3:45,Closed,HADOOP_SUPPORT_L1,2-High,PROD,Eliana Matthews
INC00011818,Nomlanga Lynch,i am not able execute oozie workflow,Miscategorised,Training/Advise,8/19/2020 17:21,8/25/2020 3:21,Resolved,HADOOP_SUPPORT_L2,4-Low,UAT,Colton Robertson
INC00011819,Wendy Bonner,Hive issue ,Miscategorised,Training/Advise,4/13/2023 9:15,4/24/2023 21:15,Closed,HADOOP_SUPPORT_L2,2-High,PROD,Edwin Ali
INC00011820,Harrison Hawkins,copying jars to hdfs for spark shell fast loading from windows,Security,File Permission -Modify,5/31/2023 15:02,6/7/2023 0:02,In-Progress,HADOOP_SUPPORT_L1,1-Critical,DEV,Alyvia Baker
INC00011821,Alec Atkins,Users unable to access Hue after modifying ACL for users,User Access,Permissions Updated,12/30/2020 15:00,1/4/2021 1:00,Resolved,HADOOP_ENGG,4-Low,DEV,Yurem Montes
INC00011822,Kibo Hurst,unable to connect to hive service down,Access,Access Permissions Modified,2/23/2022 17:12,2/24/2022 11:12,In-Progress,HADOOP_SUPPORT_L2,1-Critical,PROD,Colton Robertson
INC00011823,Jasmine Grant,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,1/25/2021 13:18,1/29/2021 12:18,Resolved,HADOOP_SUPPORT_L1,4-Low,DEV,Eliana Matthews
INC00011824,Chaim Wade,"getting ""OutOfMemoryError: Java heap space"" error in  job run",Configuration,Amend Configuration,2/20/2021 23:08,2/24/2021 13:08,On-Hold,HADOOP_ENGG,3-Moderate,SIT,Pamela Hancock
INC00011825,Elmo Park,Please provide resource details for all the queue associated with root,Configuration,Workaround,3/30/2021 3:20,4/5/2021 16:20,Resolved,HADOOP_SUPPORT_L1,3-Moderate,DEV,Nyla Reid
INC00011826,Octavia Hurley,Please provide resource details for all the queue associated with root,Configuration,Workaround,10/22/2021 12:53,10/23/2021 0:53,New,HADOOP_SUPPORT_L1,1-Critical,UAT,Alonzo Berger
INC00011827,Aston Payne,Increase resources capacity for Queue,Capacity,No Action Taken,6/9/2020 10:30,6/15/2020 12:30,Resolved,HADOOP_SUPPORT_L3,2-High,UAT,Sandra Myers
INC00011828,Adison Cooper,Unable to run spark job ,No Fault Found,Workaround,4/27/2023 16:25,5/5/2023 4:25,On-Hold,HADOOP_SUPPORT_L2,1-Critical,DEV,Sullivan Preston
INC00011829,Ira Bennett,org.apache.hadoop.hdfs.BlockMissingException in HDFS,Replication,Service Restarted,5/24/2023 8:24,5/27/2023 20:24,New,HADOOP_SUPPORT_L1,2-High,SIT,Edwin Brennan
INC00011830,Cody Rich,HIVE not working, Always showing repload option,Dependent System,8/7/2020 17:58,8/9/2020 19:58,On-Hold,HADOOP_ENGG,1-Critical,SIT,Yurem Montes
INC00011831,Kate Miller,Error Submitting Spark Job,Capacity,Workaround,2/21/2021 19:12,2/21/2021 21:12,Closed,HADOOP_SUPPORT_L1,3-Moderate,DEV,Shirley Randolph
INC00011832,Alexander Reed,Hue group Sync in Prod,Configuration,Amend Configuration,12/22/2020 10:04,12/28/2020 23:04,Resolved,HADOOP_SUPPORT_L3,4-Low,SIT,Iyana Stein
INC00011833,James Ferguson,Error when trying to log in to HUE DR,Configuration,Workaround,8/31/2022 16:48,9/2/2022 11:48,Resolved,HADOOP_SUPPORT_L3,1-Critical,DEV,Eva Underwood
INC00011834,Mike Russell,Unable to start a spark session,Dependent System,No Action Taken,11/8/2022 4:22,11/13/2022 18:22,Resolved,HADOOP_SUPPORT_L2,2-High,UAT,Isabella Sheppard
INC00011835,Wendy Bonner,HIVE : Getting No Databases found error,No Fault Found,Training/Advise,1/10/2020 21:51,1/21/2020 15:51,On-Hold,HADOOP_SUPPORT_L2,1-Critical,SIT,Rashad Allen
INC00011836,Rinah Ewing,We are facing following issue due to which spark job getting fail,Data-Transaction,Workaround,1/7/2020 21:18,1/13/2020 14:18,Resolved,HADOOP_SUPPORT_L3,1-Critical,DEV,Dale Oliver
INC00011837,Yvette Irwin,We are facing following issue due to which spark job getting fail,Data-Transaction,Workaround,2/14/2021 9:17,2/18/2021 14:17,On-Hold,HADOOP_ENGG,2-High,DEV,Chloe Anderson
INC00011838,James King,Kindly check and let me know is it possible to add additional resource to hadoop_apac,Capacity,Additional Capacity,10/7/2022 9:15,10/13/2022 8:15,In-Progress,HADOOP_SUPPORT_L3,1-Critical,PROD,Odin Potter
INC00011839,Carlos Evans,Unable to start a spark session,Dependent System,No Action Taken,2/6/2023 22:44,2/16/2023 22:44,Closed,HADOOP_SUPPORT_L1,2-High,DEV,Esmeralda Maldonado
INC00011840,Plato Hall,i am not able execute oozie workflow,Miscategorised,Training/Advise,5/8/2021 23:32,5/18/2021 4:32,Resolved,HADOOP_SUPPORT_L2,3-Moderate,PROD,Sullivan Preston
INC00011841,Wyoming Buchanan,Able to access Hadoop Tables through Hive, but not through impala,Cancelled,3/3/2020 18:09,3/13/2020 19:09,Resolved,HADOOP_SUPPORT_L3,2-High,SIT,Iyana Stein
INC00011842,Hammett Stewart,Few Issues and questions on Impala and Hive,Miscategorised,Training/Advise,10/29/2021 11:50,11/1/2021 6:50,On-Hold,HADOOP_SUPPORT_L2,2-High,DEV,Zayne Gonzales
INC00011843,Kay Crawford,HIVE : Getting No Databases found error,No Fault Found,Training/Advise,8/31/2022 19:51,9/12/2022 11:51,Closed,HADOOP_SUPPORT_L1,1-Critical,SIT,Kyra Velazquez
INC00011844,Dana Conner,Users unable to access Hue after modifying ACL for users,User Access,Permissions Updated,2/13/2020 12:32,2/16/2020 8:32,New,HADOOP_SUPPORT_L3,1-Critical,DEV,Laci Acosta
INC00011845,Austin Weaver,Able to access Hadoop Tables through Hive, but not through impala,Cancelled,5/7/2021 21:48,5/17/2021 3:48,On-Hold,HADOOP_SUPPORT_L1,4-Low,DEV,Nyla Reid
INC00011846,Leah Shannon,Not able to run workflow from Hue in PROD.,User Access,Permissions Updated,11/20/2021 3:30,11/22/2021 1:30,New,HADOOP_ENGG,4-Low,PROD,Seth Holder
INC00011847,Cody Rich,Not able to open spark-shell terminal,Configuration,Workaround,1/6/2022 2:19,1/17/2022 4:19,On-Hold,HADOOP_SUPPORT_L2,1-Critical,SIT,Damari Mcgrath
INC00011848,Caroline Andrews,Hive and Oozie is  down.,Known Error,Workaround,1/12/2022 2:41,1/20/2022 2:41,Closed,HADOOP_ENGG,2-High,SIT,Landin Vaughn
INC00011849,Hilary Wooten,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,User Error,6/16/2022 0:48,6/18/2022 8:48,New,HADOOP_SUPPORT_L3,2-High,SIT,Guadalupe Mcneil
INC00011850,Reuben Mccormick,HDFS files/folder details,Capacity,Workaround,4/12/2022 21:20,4/14/2022 17:20,New,HADOOP_SUPPORT_L3,3-Moderate,SIT,Laci Acosta
INC00011851,Zahir Myers,Cannot re-encrypt an encryption zone if a previous re-encryption on it was canceled,Configuration,Workaround,8/8/2022 6:04,8/11/2022 18:04,In-Progress,HADOOP_ENGG,3-Moderate,UAT,Seth Holder
INC00011852,Cadie Andrews,Unable to do csv data dump on uat hue impala,Capacity,Additional Capacity,7/1/2020 6:37,7/11/2020 15:37,New,HADOOP_SUPPORT_L1,3-Moderate,PROD,Esmeralda Maldonado
INC00011853,Emily Key,Revoke exeute priv for user in ranger,User Access,Permissions Updated,8/7/2022 5:54,8/13/2022 5:54,On-Hold,HADOOP_SUPPORT_L2,4-Low,SIT,Colton Robertson
INC00011854,Raya Bryant,Issue in Hive,Capacity,Housekeeping,5/29/2020 23:30,6/10/2020 17:30,Resolved,HADOOP_SUPPORT_L2,3-Moderate,SIT,Colt Chandler
INC00011855,Connie Ryan,Able to access Hadoop Tables through Hive, but not through impala,Capacity,2/29/2020 21:54,3/4/2020 9:54,Resolved,HADOOP_SUPPORT_L2,2-High,SIT,Damari Mcgrath
INC00011856,Martha Rich,Hive issue ,Miscategorised,Training/Advise,1/16/2020 13:46,1/26/2020 0:46,New,HADOOP_ENGG,4-Low,DEV,Landin Vaughn
INC00011857,Aphrodite Wong,Spark connected jobs are failing,Capacity,Workaround,11/4/2022 16:21,11/7/2022 21:21,On-Hold,HADOOP_SUPPORT_L2,2-High,PROD,Colt Chandler
INC00011858,Clark Parker,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,4/4/2021 3:11,4/15/2021 14:11,In-Progress,HADOOP_SUPPORT_L3,4-Low,DEV,Guadalupe Mcneil
INC00011859,Cherry Robinson,HDFS files/folder details,Capacity,Workaround,8/24/2020 1:25,9/5/2020 2:25,On-Hold,HADOOP_ENGG,1-Critical,SIT,Landin Vaughn
INC00011860,Preston Martin,Urgent - cannot access hue ,User Access,Permissions Updated,5/30/2022 2:36,5/30/2022 12:36,On-Hold,HADOOP_SUPPORT_L1,2-High,PROD,Alyvia Baker
INC00011861,Alen Myers,Potential data corruption due to race conditions between concurrent block read and write,Data Related,Workaround,11/18/2022 16:31,11/25/2022 14:31,Resolved,HADOOP_ENGG,2-High,DEV,Chloe Anderson
INC00011862,Iris Bailey,HUE Memory Limit Issue,Configuration,Workaround,10/8/2021 20:38,10/17/2021 7:38,In-Progress,HADOOP_ENGG,1-Critical,UAT,Pamela Hancock
INC00011863,Edgar Edwards,None of the busines user can access path on Hue,Miscategorised,Training/Advise,5/28/2020 22:57,6/9/2020 9:57,New,HADOOP_SUPPORT_L1,4-Low,UAT,Keaton Forbes
INC00011864,Neve Atkins,grant db level access to user in ranger,User Access,Permissions Updated,2/14/2021 5:15,2/22/2021 20:15,Closed,HADOOP_SUPPORT_L1,1-Critical,PROD,Jaquan Mcclure
INC00011865,Fiona Richards,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,7/13/2021 4:15,7/23/2021 19:15,In-Progress,HADOOP_ENGG,1-Critical,UAT,Landin Vaughn
INC00011866,Ashton Blackwell,Export all polices to to PROD env in ranger,Configuration,Amend Configuration,10/31/2022 7:09,11/10/2022 9:09,Closed,HADOOP_SUPPORT_L1,3-Moderate,PROD,Rosemary Bell
INC00011867,Walter Fowler,Not able to access database HIVE in  prod,Dependent System,Workaround,3/11/2022 18:00,3/15/2022 21:00,Resolved,HADOOP_SUPPORT_L1,1-Critical,DEV,Edwin Brennan
INC00011868,Briony Allen,UAT  spark submit not going to the designated queue,Configuration,Amend Configuration,3/14/2021 13:20,3/25/2021 7:20,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,PROD,Uriel Howell
INC00011869,Ryan Higgins,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,11/21/2021 19:40,12/2/2021 22:40,In-Progress,HADOOP_ENGG,3-Moderate,SIT,Chloe Anderson
INC00011870,Rosie Bailey,oozie logs not showing in  HUE,Configuration,Workaround,2/3/2021 21:45,2/14/2021 7:45,Closed,HADOOP_SUPPORT_L3,4-Low,UAT,Kaydence Luna
INC00011871,Brenna Lang,Hive query issue in PROD,No Fault Found,Training/Advise,5/10/2020 6:04,5/17/2020 15:04,On-Hold,HADOOP_SUPPORT_L2,4-Low,SIT,Alana Hughes
INC00011872,Wilson Lloyd,"Please change the owner of the below  diretory and file to ""john"" from ""hive""",User Access,Permissions Updated,7/30/2022 4:58,8/2/2022 9:58,New,HADOOP_SUPPORT_L1,2-High,DEV,Esmeralda Maldonado
INC00011873,Cameron Rivers,CVE-2018-1296 Permissive Apache Hadoop HDFS listXAttr Authorization Exposes Extended Attribute Key/Value Pairs,Security,Keytab Created,12/2/2020 0:10,12/3/2020 11:10,On-Hold,HADOOP_SUPPORT_L1,3-Moderate,PROD,Alyvia Baker
INC00011874,Mike Ross,Clusters running CDH 5.16.1, 6.1.0, or 6.1.1 can lose some HDFS file permissions any time the NameNode is restarted,7/24/2021 10:59,7/24/2021 14:59,Closed,HADOOP_SUPPORT_L3,1-Critical,PROD,Guadalupe Mcneil
INC00011875,Dillon Richard,Cannot loging into HUE (Impala) on EAP UAT,Miscategorised,Training/Advise,3/10/2021 3:06,3/13/2021 22:06,Resolved,HADOOP_SUPPORT_L3,2-High,DEV,Odin Potter
INC00011876,Gay Parks,Hi TEAM, We are getting below errors while trying to access HDFS path in UAT. We need to go live with Data access by March 3,User Access,2/18/2020 22:44,2/19/2020 15:44,New,HADOOP_SUPPORT_L3,3-Moderate,UAT,Dale Oliver
INC00011877,Sean Mcleod,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,1/28/2020 5:17,2/4/2020 8:17,Resolved,HADOOP_ENGG,1-Critical,UAT,Seth Holder
INC00011878,Brooke Russell,Not able to open spark-shell terminal,Configuration,Workaround,12/7/2022 0:28,12/18/2022 11:28,In-Progress,HADOOP_ENGG,4-Low,PROD,Seth Holder
INC00011879,Ashely Nash,Unable to schedule oozie_workflow,Account Administration,Workaround,12/23/2021 8:57,12/26/2021 20:57,In-Progress,HADOOP_SUPPORT_L3,4-Low,PROD,Uriel Howell
INC00011880,Michelle Bennett,HDFS files/folder details,Capacity,Workaround,10/30/2020 21:54,10/31/2020 21:54,On-Hold,HADOOP_SUPPORT_L1,2-High,UAT,Jaquan Mcclure
INC00011881,Yeo Hamilton,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,2/20/2023 1:43,2/27/2023 0:43,New,HADOOP_SUPPORT_L3,4-Low,UAT,Iyana Stein
INC00011882,Mara England,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,6/29/2020 20:27,7/3/2020 11:27,Closed,HADOOP_SUPPORT_L2,2-High,PROD,Zayne Gonzales
INC00011883,Kato Alvarado,Can not access to HUE,User Access,Permissions Updated,3/17/2022 6:25,3/19/2022 10:25,Closed,HADOOP_SUPPORT_L3,4-Low,SIT,Uriel Howell
INC00011884,Noble Pennington,copying jars to hdfs for spark shell fast loading from windows,Security,File Permission -Modify,5/14/2021 19:29,5/21/2021 16:29,In-Progress,HADOOP_ENGG,1-Critical,DEV,Yurem Montes
INC00011885,Maximilian Parker,Not able to access database HIVE in  prod,Dependent System,Workaround,1/12/2022 15:28,1/21/2022 9:28,Closed,HADOOP_ENGG,3-Moderate,PROD,Chloe Anderson
INC00011886,Vincent Anderson,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,11/11/2021 3:16,11/12/2021 0:16,In-Progress,HADOOP_SUPPORT_L1,2-High,PROD,Eliana Matthews
INC00011887,Uma Finch,Could you please check which user is locked this table in hive.,User Access,Permissions Updated,2/6/2020 15:20,2/11/2020 23:20,Closed,HADOOP_SUPPORT_L1,3-Moderate,UAT,Alonzo Berger
